Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic
05/13/2025,3:00PM,AMC River Park Square 20,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,3:00PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,3:15PM,AMC River Park Square 20,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,3:30PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,3:45PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,4:00PM,AMC River Park Square 20,The King of Kings,110,False,https://amc-theatres-res.cloudinary.com/v1744303532/amc-cdn/production/2/movies/75500/75530/PosterDynamic/170724.jpg
05/13/2025,4:05PM,AMC River Park Square 20,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,4:15PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,4:25PM,AMC River Park Square 20,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,4:25PM,AMC River Park Square 20,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,4:40PM,AMC River Park Square 20,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,4:45PM,AMC River Park Square 20,The Amateur,123,False,https://amc-theatres-res.cloudinary.com/v1742228321/amc-cdn/production/2/movies/73900/73876/PosterDynamic/170152.jpg
05/13/2025,4:45PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,5:00PM,AMC River Park Square 20,Warfare,95,False,https://amc-theatres-res.cloudinary.com/v1743539997/amc-cdn/production/2/movies/79300/79300/PosterDynamic/170334.jpg
05/13/2025,5:10PM,AMC River Park Square 20,Clown in a Cornfield,96,False,https://amc-theatres-res.cloudinary.com/v1744654820/amc-cdn/production/2/movies/78900/78915/PosterDynamic/170835.jpg
05/13/2025,5:15PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,5:15PM,AMC River Park Square 20,Words of War,117,False,https://amc-theatres-res.cloudinary.com/v1746375543/amc-cdn/production/2/movies/80000/79956/PosterDynamic/171227.jpg
05/13/2025,5:15PM,AMC River Park Square 20,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,5:15PM,AMC River Park Square 20,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,6:00PM,AMC River Park Square 20,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,6:00PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,6:00PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,6:20PM,AMC River Park Square 20,Watch the Skies,115,False,https://amc-theatres-res.cloudinary.com/v1744318516/amc-cdn/production/2/movies/79500/79500/PosterDynamic/170727.jpg
05/13/2025,6:30PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,6:45PM,AMC River Park Square 20,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,6:50PM,AMC River Park Square 20,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,7:00PM,AMC River Park Square 20,Wolf Children 4K,117,False,https://amc-theatres-res.cloudinary.com/v1745613965/amc-cdn/production/2/movies/79900/79882/PosterDynamic/171131.jpg
05/13/2025,7:00PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,7:05PM,AMC River Park Square 20,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,7:15PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,7:20PM,AMC River Park Square 20,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,7:30PM,AMC River Park Square 20,The Surfer,99,False,https://amc-theatres-res.cloudinary.com/v1743520430/amc-cdn/production/2/movies/79500/79482/PosterDynamic/170330.jpg
05/13/2025,7:40PM,AMC River Park Square 20,Clown in a Cornfield,96,False,https://amc-theatres-res.cloudinary.com/v1744654820/amc-cdn/production/2/movies/78900/78915/PosterDynamic/170835.jpg
05/13/2025,7:45PM,AMC River Park Square 20,The Amateur,123,False,https://amc-theatres-res.cloudinary.com/v1742228321/amc-cdn/production/2/movies/73900/73876/PosterDynamic/170152.jpg
05/13/2025,8:00PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,8:00PM,AMC River Park Square 20,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,8:10PM,AMC River Park Square 20,Words of War,117,False,https://amc-theatres-res.cloudinary.com/v1746375543/amc-cdn/production/2/movies/80000/79956/PosterDynamic/171227.jpg
05/13/2025,8:15PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,8:15PM,AMC River Park Square 20,Becoming Led Zeppelin,121,False,
05/13/2025,9:00PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,9:00PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,9:20PM,AMC River Park Square 20,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,9:20PM,AMC River Park Square 20,Watch the Skies,115,False,https://amc-theatres-res.cloudinary.com/v1744318516/amc-cdn/production/2/movies/79500/79500/PosterDynamic/170727.jpg
05/13/2025,9:30PM,AMC River Park Square 20,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,9:30PM,AMC River Park Square 20,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,9:45PM,AMC River Park Square 20,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,9:45PM,AMC River Park Square 20,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,9:55PM,AMC River Park Square 20,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,10:00PM,AMC River Park Square 20,Clown in a Cornfield,96,False,https://amc-theatres-res.cloudinary.com/v1744654820/amc-cdn/production/2/movies/78900/78915/PosterDynamic/170835.jpg
05/13/2025,10:00PM,AMC River Park Square 20,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,10:00PM,AMC River Park Square 20,The Surfer,99,False,https://amc-theatres-res.cloudinary.com/v1743520430/amc-cdn/production/2/movies/79500/79482/PosterDynamic/170330.jpg
05/13/2025,2:00PM,AMC Kent Station 14,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,2:00PM,AMC Kent Station 14,Clown in a Cornfield,96,False,https://amc-theatres-res.cloudinary.com/v1744654820/amc-cdn/production/2/movies/78900/78915/PosterDynamic/170835.jpg
05/13/2025,2:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,2:00PM,AMC Kent Station 14,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,2:00PM,AMC Kent Station 14,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,2:30PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,2:30PM,AMC Kent Station 14,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,2:30PM,AMC Kent Station 14,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,2:40PM,AMC Kent Station 14,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,2:45PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,3:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,3:15PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,3:40PM,AMC Kent Station 14,The King of Kings,110,False,https://amc-theatres-res.cloudinary.com/v1744303532/amc-cdn/production/2/movies/75500/75530/PosterDynamic/170724.jpg
05/13/2025,4:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,4:20PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,4:30PM,AMC Kent Station 14,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,4:30PM,AMC Kent Station 14,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg
05/13/2025,4:30PM,AMC Kent Station 14,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,4:50PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,5:00PM,AMC Kent Station 14,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,5:20PM,AMC Kent Station 14,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,5:30PM,AMC Kent Station 14,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,5:30PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,6:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,6:00PM,AMC Kent Station 14,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,6:15PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,6:30PM,AMC Kent Station 14,Hung Up on a Dream: The Zombies Documentary,116,False,
05/13/2025,7:00PM,AMC Kent Station 14,Show Me Your Glory,120,False,https://amc-theatres-res.cloudinary.com/v1743127963/amc-cdn/production/2/movies/79800/79752/PosterDynamic/170284.png
05/13/2025,7:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,7:10PM,AMC Kent Station 14,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,7:20PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,7:20PM,AMC Kent Station 14,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,7:30PM,AMC Kent Station 14,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,7:40PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,8:00PM,AMC Kent Station 14,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,8:10PM,AMC Kent Station 14,Clown in a Cornfield,96,False,https://amc-theatres-res.cloudinary.com/v1744654820/amc-cdn/production/2/movies/78900/78915/PosterDynamic/170835.jpg
05/13/2025,8:30PM,AMC Kent Station 14,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,8:30PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,9:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,9:15PM,AMC Kent Station 14,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,9:15PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,9:40PM,AMC Kent Station 14,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,9:50PM,AMC Kent Station 14,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,10:00PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,10:10PM,AMC Kent Station 14,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,10:15PM,AMC Kent Station 14,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,10:20PM,AMC Kent Station 14,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,10:30PM,AMC Kent Station 14,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,10:30PM,AMC Kent Station 14,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,10:30PM,AMC Kent Station 14,The Surfer,99,False,https://amc-theatres-res.cloudinary.com/v1743520430/amc-cdn/production/2/movies/79500/79482/PosterDynamic/170330.jpg
05/13/2025,12:20PM,AMC Southcenter 16,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,12:30PM,AMC Southcenter 16,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,12:30PM,AMC Southcenter 16,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,12:45PM,AMC Southcenter 16,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,1:00PM,AMC Southcenter 16,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,1:00PM,AMC Southcenter 16,Watch the Skies,115,False,https://amc-theatres-res.cloudinary.com/v1744318516/amc-cdn/production/2/movies/79500/79500/PosterDynamic/170727.jpg
05/13/2025,1:20PM,AMC Southcenter 16,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,1:25PM,AMC Southcenter 16,Money Kisses / Nu Hon Bac Ty,100,False,https://amc-theatres-res.cloudinary.com/v1744809932/amc-cdn/production/2/movies/79600/79584/PosterDynamic/170847.jpg
05/13/2025,1:30PM,AMC Southcenter 16,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,1:30PM,AMC Southcenter 16,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg
05/13/2025,1:30PM,AMC Southcenter 16,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,1:30PM,AMC Southcenter 16,The Ancestral Home / Nha Gia Tien,117,False,https://amc-theatres-res.cloudinary.com/v1745337643/amc-cdn/production/2/movies/80100/80067/PosterDynamic/170965.png
05/13/2025,2:00PM,AMC Southcenter 16,Until Dawn,103,False,https://amc-theatres-res.cloudinary.com/v1740072699/amc-cdn/production/2/movies/78500/78511/PosterDynamic/169783.jpg
05/13/2025,2:15PM,AMC Southcenter 16,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,2:30PM,AMC Southcenter 16,Fight or Flight,101,False,https://amc-theatres-res.cloudinary.com/v1743106184/amc-cdn/production/2/movies/79300/79347/PosterDynamic/170278.jpg
05/13/2025,2:30PM,AMC Southcenter 16,Tear of Autumn,101,False,https://amc-theatres-res.cloudinary.com/v1738079384/amc-cdn/production/2/movies/79300/79335/PosterDynamic/169374.png
05/13/2025,2:55PM,AMC Southcenter 16,A Minecraft Movie,101,False,https://amc-theatres-res.cloudinary.com/v1740687096/amc-cdn/production/2/movies/46000/46029/PosterDynamic/169917.jpg
05/13/2025,3:15PM,AMC Southcenter 16,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,3:45PM,AMC Southcenter 16,Watch the Skies,115,False,https://amc-theatres-res.cloudinary.com/v1744318516/amc-cdn/production/2/movies/79500/79500/PosterDynamic/170727.jpg
05/13/2025,3:45PM,AMC Southcenter 16,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
05/13/2025,3:45PM,AMC Southcenter 16,Guru Nanak Jahaz,140,False,
05/13/2025,4:00PM,AMC Southcenter 16,Thunderbolts*,126,False,https://amc-theatres-res.cloudinary.com/v1746461039/amc-cdn/production/2/movies/67500/67481/PosterDynamic/171249.jpg
05/13/2025,4:00PM,AMC Southcenter 16,The Ancestral Home / Nha Gia Tien,117,False,https://amc-theatres-res.cloudinary.com/v1745337643/amc-cdn/production/2/movies/80100/80067/PosterDynamic/170965.png
05/13/2025,4:15PM,AMC Southcenter 16,Shadow Force,104,False,https://amc-theatres-res.cloudinary.com/v1746716900/amc-cdn/production/2/movies/79600/79568/PosterDynamic/171291.png
05/13/2025,4:15PM,AMC Southcenter 16,Words of War,117,False,https://amc-theatres-res.cloudinary.com/v1746375543/amc-cdn/production/2/movies/80000/79956/PosterDynamic/171227.jpg
05/13/2025,4:15PM,AMC Southcenter 16,The Accountant 2,124,False,https://amc-theatres-res.cloudinary.com/v1741208792/amc-cdn/production/2/movies/77800/77835/PosterDynamic/169986.jpg
05/13/2025,4:25PM,AMC Southcenter 16,Juliet & Romeo,122,False,https://amc-theatres-res.cloudinary.com/v1744328627/amc-cdn/production/2/movies/77100/77084/PosterDynamic/170732.jpg
05/13/2025,4:45PM,AMC Southcenter 16,The Surfer,99,False,https://amc-theatres-res.cloudinary.com/v1743520430/amc-cdn/production/2/movies/79500/79482/PosterDynamic/170330.jpg
05/13/2025,4:45PM,AMC Southcenter 16,Sinners,137,False,https://amc-theatres-res.cloudinary.com/v1742841535/amc-cdn/production/2/movies/71200/71212/PosterDynamic/170255.jpg
